+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
| 41502 | kmrdxd                         |       1        | 0.000 |
| 41503 | kmuar94                        |       1        | 0.000 |
| 41504 | kmurphy45                      |       1        | 0.000 |
| 41505 | kneebarhero                    |       1        | 0.000 |
| 41506 | kngrayy                        |       1        | 0.000 |
| 41507 | knightair                      |       1        | 0.000 |
| 41508 | knightsoftheclimb              |       1        | 0.000 |
| 41509 | kniland                        |       1        | 0.000 |
| 41510 | kniven2000                     |       1        | 0.000 |
| 41511 | knns                           |       1        | 0.000 |
| 41512 | knoodle                        |       1        | 0.000 |
| 41513 | knoopie                        |       1        | 0.000 |
| 41514 | knoxh                          |       1        | 0.000 |
| 41515 | knoxiuz                        |       1        | 0.000 |
| 41516 | knoxontherocks                 |       1        | 0.000 |
| 41517 | knuffus                        |       1        | 0.000 |
| 41518 | knut1988                       |       1        | 0.000 |
| 41519 | knutho                         |       1        | 0.000 |
| 41520 | knzy                           |       1        | 0.000 |
| 41521 | koala                          |       1        | 0.000 |
| 41522 | koba_syunske                   |       1        | 0.000 |
| 41523 | kobechao                       |       1        | 0.000 |
| 41524 | kobesss                        |       1        | 0.000 |
| 41525 | koby_turner                    |       1        | 0.000 |
| 41526 | kochei                         |       1        | 0.000 |
| 41527 | kochos777                      |       1        | 0.000 |
| 41528 | kodaif                         |       1        | 0.000 |
| 41529 | koen.oostendorp                |       1        | 0.000 |
| 41530 | koenbaas                       |       1        | 0.000 |
| 41531 | koerbistan                     |       1        | 0.000 |
| 41532 | koesch98                       |       1        | 0.000 |
| 41533 | kofa                           |       1        | 0.000 |
| 41534 | koffe                          |       1        | 0.000 |
| 41535 | kohlea                         |       1        | 0.000 |
| 41536 | koko1                          |       1        | 0.000 |
| 41537 | koksu185                       |       1        | 0.000 |
| 41538 | kolbinger                      |       1        | 0.000 |
| 41539 | kolskog                        |       1        | 0.000 |
| 41540 | komanepski                     |       1        | 0.000 |
| 41541 | komdab                         |       1        | 0.000 |
| 41542 | komderiss                      |       1        | 0.000 |
| 41543 | konel83                        |       1        | 0.000 |
| 41544 | kongpyo                        |       1        | 0.000 |
| 41545 | konkbonk                       |       1        | 0.000 |
| 41546 | konner                         |       1        | 0.000 |
| 41547 | konradsarsch                   |       1        | 0.000 |
| 41548 | konsti97                       |       1        | 0.000 |
| 41549 | kooguy123                      |       1        | 0.000 |
| 41550 | kooks                          |       1        | 0.000 |
| 41551 | koooru                         |       1        | 0.000 |
| 41552 | korethegenius                  |       1        | 0.000 |
| 41553 | koreyrheaume                   |       1        | 0.000 |
| 41554 | korinaj1223                    |       1        | 0.000 |
| 41555 | kornelisz                      |       1        | 0.000 |
| 41556 | kosciucho1000                  |       1        | 0.000 |
| 41557 | koshengjiejansen               |       1        | 0.000 |
| 41558 | kot69420                       |       1        | 0.000 |
| 41559 | kotaz_wrld                     |       1        | 0.000 |
| 41560 | kotickotek                     |       1        | 0.000 |
| 41561 | kotty                          |       1        | 0.000 |
| 41562 | koule                          |       1        | 0.000 |
| 41563 | kovavito                       |       1        | 0.000 |
| 41564 | kovii_90                       |       1        | 0.000 |
| 41565 | kozaki                         |       1        | 0.000 |
| 41566 | kp88                           |       1        | 0.000 |
| 41567 | kpetite                        |       1        | 0.000 |
| 41568 | kpietsch                       |       1        | 0.000 |
| 41569 | kr                             |       1        | 0.000 |
| 41570 | kradi                          |       1        | 0.000 |
| 41571 | krallistic                     |       1        | 0.000 |
| 41572 | krautsalatt                    |       1        | 0.000 |
| 41573 | krawczyk                       |       1        | 0.000 |
| 41574 | krazycat107                    |       1        | 0.000 |
| 41575 | krb339                         |       1        | 0.000 |
| 41576 | krenclimbs                     |       1        | 0.000 |
| 41577 | krex1                          |       1        | 0.000 |
| 41578 | kreyine                        |       1        | 0.000 |
| 41579 | krgt312                        |       1        | 0.000 |
| 41580 | krhodes235                     |       1        | 0.000 |
| 41581 | kriminellart                   |       1        | 0.000 |
| 41582 | kris.zita                      |       1        | 0.000 |
| 41583 | krisec                         |       1        | 0.000 |
| 41584 | krismoyes                      |       1        | 0.000 |
| 41585 | krispycasper                   |       1        | 0.000 |
| 41586 | kristapsf                      |       1        | 0.000 |
| 41587 | kristenkristen                 |       1        | 0.000 |
| 41588 | kristian041081                 |       1        | 0.000 |
| 41589 | kristian123                    |       1        | 0.000 |
| 41590 | kristianbrother                |       1        | 0.000 |
| 41591 | kristianels                    |       1        | 0.000 |
| 41592 | kristianjohannessen            |       1        | 0.000 |
| 41593 | kristin                        |       1        | 0.000 |
| 41594 | kristincsteele                 |       1        | 0.000 |
| 41595 | kristineengen0                 |       1        | 0.000 |
| 41596 | kristoffer98                   |       1        | 0.000 |
| 41597 | kristoffergudmundsen           |       1        | 0.000 |
| 41598 | kristofferlevang               |       1        | 0.000 |
| 41599 | kristomb                       |       1        | 0.000 |
| 41600 | kristyclimbs                   |       1        | 0.000 |
| 41601 | kristynatsvoboda               |       1        | 0.000 |
| 41602 | kromkromkream                  |       1        | 0.000 |
| 41603 | kroni_f                        |       1        | 0.000 |
| 41604 | kruik16                        |       1        | 0.000 |
| 41605 | krussclimbs                    |       1        | 0.000 |
| 41606 | krutk                          |       1        | 0.000 |
