+------+--------------------------------+-----------------+--------+
|  #   | User Name                      | Uploaded Videos |   %    |
| 1989 | calvin_needs_chalk             | 1               | 0.004  |
| 1990 | cam.climbing                   | 1               | 0.004  |
| 1991 | camc.limbs                     | 1               | 0.004  |
| 1992 | camel_climber                  | 1               | 0.004  |
| 1993 | cameron_climb                  | 1               | 0.004  |
| 1994 | cameronlikesclimbing           | 1               | 0.004  |
| 1995 | carlo.climbs                   | 1               | 0.004  |
| 1996 | caseys_big_woody               | 1               | 0.004  |
| 1997 | cc_habermann                   | 1               | 0.004  |
| 1998 | cfpark00                       | 1               | 0.004  |
| 1999 | cgbetas                        | 1               | 0.004  |
| 2000 | chaeseongjoon                  | 1               | 0.004  |
| 2001 | chalk_elf                      | 1               | 0.004  |
| 2002 | chalkandtheory                 | 1               | 0.004  |
| 2003 | chalky_bren                    | 1               | 0.004  |
| 2004 | chalkybeta                     | 1               | 0.004  |
| 2005 | challpike98                    | 1               | 0.004  |
| 2006 | champagne_mamee                | 1               | 0.004  |
| 2007 | chance9578                     | 1               | 0.004  |
| 2008 | charlie_boulder                | 1               | 0.004  |
| 2009 | chasing.boulders               | 1               | 0.004  |
| 2010 | chaupi_board                   | 1               | 0.004  |
| 2011 | chayton_harley                 | 1               | 0.004  |
| 2012 | cheers.to.climb                | 1               | 0.004  |
| 2013 | cheeze.board                   | 1               | 0.004  |
| 2014 | cherrieberrieisme              | 1               | 0.004  |
| 2015 | chesspenguin                   | 1               | 0.004  |
| 2016 | chinesechef                    | 1               | 0.004  |
| 2017 | chompykilter                   | 1               | 0.004  |
| 2018 | chris_bouldering_tv            | 1               | 0.004  |
| 2019 | chris_climbs_things            | 1               | 0.004  |
| 2020 | chrisonthewall                 | 1               | 0.004  |
| 2021 | christian.climbs               | 1               | 0.004  |
| 2022 | chuang.dean                    | 1               | 0.004  |
| 2023 | ciasiu007                      | 1               | 0.004  |
| 2024 | clareclimbs_                   | 1               | 0.004  |
| 2025 | climb._.dyno                   | 1               | 0.004  |
| 2026 | climb.fischer                  | 1               | 0.004  |
| 2027 | climb.on.betabot               | 1               | 0.004  |
| 2028 | climb_150                      | 1               | 0.004  |
| 2029 | climb__ji                      | 1               | 0.004  |
| 2030 | climb_suna                     | 1               | 0.004  |
| 2031 | climb_with_magu                | 1               | 0.004  |
| 2032 | climber_moe                    | 1               | 0.004  |
| 2033 | climberluffy                   | 1               | 0.004  |
| 2034 | climbeveryboulder              | 1               | 0.004  |
| 2035 | climbhappyco                   | 1               | 0.004  |
| 2036 | climbimarco                    | 1               | 0.004  |
| 2037 | climbing.messaround            | 1               | 0.004  |
| 2038 | climbing_87                    | 1               | 0.004  |
| 2039 | climbing_8791                  | 1               | 0.004  |
| 2040 | climbing_choi                  | 1               | 0.004  |
| 2041 | climbing_chung                 | 1               | 0.004  |
| 2042 | climbing_gangster              | 1               | 0.004  |
| 2043 | climbing_goose                 | 1               | 0.004  |
| 2044 | climbing_kan                   | 1               | 0.004  |
| 2045 | climbing_tao                   | 1               | 0.004  |
| 2046 | climbingboardr                 | 1               | 0.004  |
| 2047 | climbingchris98                | 1               | 0.004  |
| 2048 | climbingfoxphoto               | 1               | 0.004  |
| 2049 | climbinghut_ep                 | 1               | 0.004  |
| 2050 | climbingseols                  | 1               | 0.004  |
| 2051 | climbingvault                  | 1               | 0.004  |
| 2052 | climbizzleboy                  | 1               | 0.004  |
| 2053 | clinganclimbing                | 1               | 0.004  |
| 2054 | cloud_climbing13               | 1               | 0.004  |
| 2055 | clutchglassworks               | 1               | 0.004  |
| 2056 | coastalclimbing                | 1               | 0.004  |
| 2057 | codygman1                      | 1               | 0.004  |
| 2058 | colas_de_la_paz                | 1               | 0.004  |
| 2059 | compactclimber                 | 1               | 0.004  |
| 2060 | condadokai                     | 1               | 0.004  |
| 2061 | copycatclimbing                | 1               | 0.004  |
| 2062 | coriandtheboard                | 1               | 0.004  |
| 2063 | courtj1023                     | 1               | 0.004  |
| 2064 | cowsgomwoo                     | 1               | 0.004  |
| 2065 | crimp_biscuit                  | 1               | 0.004  |
| 2066 | crimps_and_coffee              | 1               | 0.004  |
| 2067 | crispychartier                 | 1               | 0.004  |
| 2068 | crunkan                        | 1               | 0.004  |
| 2069 | crux_crusher                   | 1               | 0.004  |
| 2070 | crylimbing                     | 1               | 0.004  |
| 2071 | cwc_bouldering                 | 1               | 0.004  |
| 2072 | cyrus_board_account            | 1               | 0.004  |
| 2073 | d_bouldering                   | 1               | 0.004  |
| 2074 | dab_police_weewooweewoo        | 1               | 0.004  |
| 2075 | daisuke_et_m                   | 1               | 0.004  |
| 2076 | daisukekurobe                  | 1               | 0.004  |
| 2077 | daisy_kilter_board             | 1               | 0.004  |
| 2078 | daklimbingtim                  | 1               | 0.004  |
| 2079 | damia.ns                       | 1               | 0.004  |
| 2080 | damianja_garnbret              | 1               | 0.004  |
| 2081 | damien.yijun.c                 | 1               | 0.004  |
| 2082 | damirokanovic.ninja            | 1               | 0.004  |
| 2083 | danberry_                      | 1               | 0.004  |
| 2084 | danjasaur                      | 1               | 0.004  |
| 2085 | dankesean_                     | 1               | 0.004  |
| 2086 | danzanryuguru                  | 1               | 0.004  |
| 2087 | dauthi                         | 1               | 0.004  |
| 2088 | dawson_glickman                | 1               | 0.004  |
| 2089 | ddddunkin                      | 1               | 0.004  |
| 2090 | de_climber                     | 1               | 0.004  |
| 2091 | denis_rogulin                  | 1               | 0.004  |
| 2092 | dennis_choi_94                 | 1               | 0.004  |
| 2093 | der_schieder                   | 1               | 0.004  |
| 2094 | diggybo                        | 1               | 0.004  |
| 2095 | dkclimbinglondon               | 1               | 0.004  |
| 2096 | dol___su                       | 1               | 0.004  |
| 2097 | dom.dynamo                     | 1               | 0.004  |
| 2098 | dom_0534                       | 1               | 0.004  |
| 2099 | dope.feather                   | 1               | 0.004  |
| 2100 | dothsavek                      | 1               | 0.004  |
| 2101 | douglas.tp                     | 1               | 0.004  |
| 2102 | dp_climbingthings              | 1               | 0.004  |
| 2103 | dragonz4477                    | 1               | 0.004  |
| 2104 | drhank024                      | 1               | 0.004  |
| 2105 | dumb_bitch_on_rocks            | 1               | 0.004  |
| 2106 | duwv                           | 1               | 0.004  |
| 2107 | dwmkerr                        | 1               | 0.004  |
| 2108 | dylboard                       | 1               | 0.004  |
| 2109 | dyno.vi                        | 1               | 0.004  |
| 2110 | e.hanx_                        | 1               | 0.004  |
| 2111 | eastreet_93                    | 1               | 0.004  |
| 2112 | eat.locals                     | 1               | 0.004  |
| 2113 | eda.is.board                   | 1               | 0.004  |
| 2114 | eddiehills_                    | 1               | 0.004  |
